title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
"MERLE NORMAN  (REPLEY, TN)",333 CLEVELAND ST.,,RIPLEY,TN,38063,,,,35.763692,-89.539475
LIFE IS GOOD- MEMPHIS TN,100 PEABOY PL. SUITE# 175,,MEMPHIS,TN,38103,,,,35.154875,-90.049631
WSA INC\ DBA WINFIELDS SHOES & ACC,2 SOUTH MAIN STREET,,MEMPHIS,TN,38103,,,,35.145058,-90.052724
CHOCOLAT,931 TOSCANA PARK,,MEMPHIS,TN,38117,,,,35.106297,-89.91244
NANCY CARNEY FRINGE,802 EVENTIDE,,MEMPHIS,TN,38120,,,,35.109014,-89.864824
BETTY HAYS BOUTIQUE,7820 POPLAR AVE #3,,GERMANTOWN,TN,38138,,,,35.090366,-89.802145
SUZANNE'S DESIGNS,2093 SONNING DRIVE,,GERMANTOWN,TN,38138,,,,35.091992,-89.799297
MAM'SELLE / THOP,907 VANN DR UNIT D,,JACKSON,TN,38305,,,,35.670321,-88.853091
BLOSSOMS,556 HWY 6 EAST,,BATESVILLE,MS,38606,,,,34.309963,-89.935313
SOMETHING SPECIAL,117 W BANKHEAD ST,,NEW ALBANY,MS,38652,,,,34.494422,-89.009164
PAISLEY PINEAPPLE,6515 GOODMAN ROAD #2,,OLIVE BRANCH,MS,38654,,,,34.96206,-89.874254
JE. NEILSON CO.,119 COURTHOUSE SQUARE,,OXFORD,MS,38655,,,,34.366647,-89.518523
UPSTAIRS CLOSET,136 NORFLEET DR,,SENATOBIA,MS,38668,,,,34.628047,-89.958073
MERLE NORMAN COSMETICS,3457 MARCIA LOUISE DR,,SOUTHAVEN,MS,38672,,,,34.912922,-89.958979
TWELVE FIFTY ONE,1321 MAIN ST.,,TUNICA,MS,38676,,,,34.689293,-90.383322
COUNTRY GENTLEMAN,1644 HWY I SOUTH,,GREENVILLE,MS,38701,,,,33.314539,-91.02297
THE WISHING WELL BOUTIQUE,341 COTTON ROW,,CLEVELAND,MS,38732,,,,33.747931,-90.721806
ABRAHAMS,115 FRONT STREET,,INDIANOLA,MS,38751,,,,33.452905,-90.650892
SPARROWS ON MAIN,810 EAST MAIN,,TUPELO,MS,38804,,,,34.257309,-88.685176
WILLOW AT MERLE NORMAN,413 S MAIN STREET,,AMORY,MS,38821,,,,33.981939,-88.48621
GINGER'S,1801 S HARPER RD #18,,CORINTH,MS,38834,,,,34.914273,-88.501035
BLISS BTQ,802 E. MAIN ST.,,FULTON,MS,38843,,,,34.273489,-88.389134
THORN BIRDS BOUTIQUE,1231 FIRST AMERICA DRIVE,,LUKA,MS,38852,,,,34.81583,-88.2318
RED KARMA,3935 HIGHWAY 9 S,,PONTOTOC,MS,38863,,,,34.235834,-89.084335
AVA MICHAELS BOUTIQUE,BRENDA TALLENT 27 CR432,,VERDAMAN,MS,38878,,,,33.896961,-89.221899
ARRAY BOUTIQUE,1321 SUNSET DR. SUITE K,,GRENADA,MS,38901,,,,33.768875,-89.81462
DATTELS,1321 J SUNSET DRIVE,,GRENADA,MS,38901,,,,33.768928,-89.8045
SMITH & CO.,301 W. ADAMS,,GREENWOOD,MS,38930,,,,33.526787,-90.190027
GOLDBERGS,121 HAYDEN,,BELZONI,MS,39038,,,,33.174455,-90.488966
FLAUNT,612 HIGHWAY 16 EAST,,CARTHAGE,MS,39051,,,,32.785217,-89.524057
SULLIVAN'S,109 NORTHSIDE SHOPPING CENTER,,KOSCIUSKO,MS,39090,,,,33.055142,-89.5913
KATIE'S LADIES,140 LIBERTY RD,,NATCHEZ,MS,39120,,,,31.554256,-91.383425
BELLE G,2626 N. HILLS ST.,,MERIDIAN,MS,39305,,,,32.409444,-88.705674
WILLIAMS BROS,10360 RAOD 375,,PHILIDELPHIA,MS,39350,,,,32.754387,-89.116797
JOHN WHITE,215 S 40TH AVENUE,,HATTIESBURG,MS,39402,,,,31.322042,-89.348168
QUARTER CENTURY,602 CARROLL GARTIN BLVD SUITE B,,LAUREL,MS,39440,,,,31.691731,-89.13235
PANACHE APPAREL & ACCESSORIES INC.,9354 THREE RIVERS RD. STE A,,GULFPORT,MS,39503,,,,30.422868,-89.086973
ACCENT FOOT FASHIONS DBA LEE TRACY,1000 GOVERNMENT STREET SUITE 103,,OCEAN SPRINGS,MS,39564,,,,30.413451,-88.82754
SARA KATE,133 DAVIS AVE SUITE I,,PASS CHRISTIAN,MS,39571,,,,30.317134,-89.242587
MELANGE,66 BRICKERTON,,COLUMBUS,MS,39701,,,,33.51693,-88.414786
SISTERS FINE CLOTHING,401 B EAST LAMPKIN STREET,,STARKVILLE,MS,39759,,,,33.462594,-88.811896
J.B.C. ENTERPRISES,24 N. 3RD ST.,,DANVILLE,KY,40422,,,,37.651436,-84.771779
OLIVE YOU BOUTIQUE,118 MERIDIAN WAY SUITE I,,RICHMOND,Kentucky,40475,,,,37.734676,-84.335281
MABEL AND MOSS,938 EASTERN PARKWAY,,LOUISVILLE,KY,41217,,,,38.218305,-85.735642
H2H Apparel,"5101 Hinkleville Rd, Suite 510",,Paducah,Kentucky,42001,,,,37.078308,-88.690033
HOUSE TO HOME CREATIONS,4746 HANSEN ROAD,,PADUCAH,KY,42001,,,,37.066126,-88.693215
DK KELLEY,305 S 12TH ST,,MURRAY,KY,42071,,,,36.605496,-88.315064
JORDANS SALON,218 REYNOLDS RD,,GLASGOW,KY,42141,,,,37.014006,-85.93094
"EXCURIONS, INC",2738 FREDERICA STREET,,OWENSBORO,KY,42301,,,,37.750322,-87.115585
EXCURIONS INC.,2738 FREDERICA STREET,,OWENSBORO,KY,42301,,,,37.750322,-87.115585
RAIMENT & BOON,47 BOGGS CT,,E-TOWN,KY,42701,,,,37.642671,-85.89337
AUDACIOUS BOUTIQUE,4375 W. DUBLIN GRANVILLE RD,,DUBLIN,OH,43017,,,,40.098089,-83.106182
LEFLAIR BTQ,241 W BRIDGE STREET,,DUBUIN,OH,43017,,,,40.097769,-83.121452
WEATHER VANE,103 SCOTT STREET,,GAMBIER,OH,43022,,,,40.376791,-82.395981
THE JAMES STORE,124 E. BROADWAY,,GRANVILLE,OH,43023,,,,40.067458,-82.519484
TRE BRI BOUTIQUE,1480 N 21ST STREET,,NEWARK,OH,43055,,,,40.087935,-82.427198
MODE ALISE,7227 N HIGH ST #122,,WORTHINGTON,OH,43085,,,,40.108399,-83.018943
BENESQUE BOUTIQUE,240 W SIXTH AVE,,LANCASTER,OH,43130,,,,39.719838,-82.605835
SHARFF'S,45 W. MAIN STREET,,LOGAN,OH,43138,,,,39.54007,-82.409611
LEANDER LTD,621 BRIGHTON ST.,,PICKERINGTON,OH,43147,,,,39.873883,-82.768106
FABTIQUE,1657 W. LANE AVE.,,COLUMBUS,Ohio,43221,,,,40.006759,-83.054638
FABTIQUE,1698 BERKSHIRE ROAD,,COLUMBUS,OH,43221,,,,40.005518,-83.055282
GINNY’S INSPIRED FASHIONS,133 S. MAIN STREET,,BOWLING GREEN,OH,43402,,,,41.374297,-83.650183
NEWPORT DRY GOODS,4066 E. HARBOR ROAD,,PORT CLINTON,OH,43452,,,,41.523269,-82.854602
RAGAZZA,103 LOUISIANA AVE,,PERRYSBURG,OH,43551,,,,41.560305,-83.629678
PASSSION 4 FASHION BOUTIQUE,1228 APACHE DR,,WAUSEON,OH,43567,,,,41.565779,-84.120419
WADE'S CLOTHING,3546 MAPLE AVE,,ZANESVILLE,OH,43701,,,,39.987436,-82.021894
CASCADES BOUTIQUE,10 W. WASHIONGTON ST,,CHAGRIN FALLS,OH,44022,,,,41.429998,-81.392124
FIND ME,24 N. MAIN ST,,CHAGRIN,OH,44022,,,,41.430503,-81.391282
TONI IN STYLE,17 N FRANKLIN,,CHAGRIN FALLS,OH,44022,,,,41.430356,-81.391857
BREEZEWOOD GARDENS,17600 CHILLICOTHE ROAD,,CHAGRIN FALLS,OH,44023,,,,41.390202,-81.339393
FOLIO APPAREL,114 EAST AURORA RD,,NORTHFIELD,OH,44067,,,,41.314019,-81.534882
BEAD PARADISE,29 W COLLEGE STREET,,OBERLIN,OH,44074,,,,41.291366,-82.218496
GEIGER'S,14710 DETROIT AVE,,LAKEWOOD,OH,44107,,,,41.485312,-81.798745
INNUENDO,19144 OLD DETROIT RD,,ROCKY RIVER,OH,44116,,,,41.482757,-81.8347
JOSS UNLIMITED CORP,28699 CHAGRIN BLVD #320,,WOODMERE,OH,44122,,,,41.462974,-81.476636
TICKNORS MEN'S CLOTHIER,2101 RICHMOND ROAD,,BEACHWOOD,OH,44122,,,,41.501416,-81.497787
KNUTH'S,30619 PINETREE ROAD,,PEPPER PIKE,OH,44124,,,,41.462461,-81.46015
AMERIMARK DIRECT L.L.C,6864 ENGLE ROAD,,CLEVELAND,OH,44130,,,,41.381728,-81.825162
CARA'S BOUTIQUE,30179 DETROIT,,WESTLAKE,OH,44145,,,,41.463126,-81.954145
SAVVY CHIC,403 E. ROYALTON RD. #116,,BROADVIEW HTS.,OH,44147,,,,41.314272,-81.682262
LA TI DA BOUTIQUE,85 SOUTH MAIN STREET UNIT B,,HUDSON,OH,44236,,,,41.236523,-81.439775
RILEY CLEANERS DBA RILEY'S OF HUDSON,100 N. MAIN ST,,HUDSON,OH,44236,,,,41.241422,-81.440544
FILOMENA GUAITIERI,470 MERRIMAN RD,,AKRON,OH,44303,,,,41.10455,-81.542581
ALLIE M.,2299 WEST MARKET ST,,AKRON,OH,44313,,,,41.118509,-81.588638
GEM SET JEWELRY & ACCESSORIES,6955 MARKERT,,YOUNGSTOWN,OH,44512,,,,41.025158,-80.668667
SUZANNES,813 BOARDMAN POLAND RD.,,BOARDMAN,OH,44512,,,,41.023687,-80.639118
2 CUTE KIDS BOUTIQUE LLC,128 W. 2ND ST,,DOVER,OH,44622,,,,40.521038,-81.475606
VITA,1289 EDISON STREET N.W. #250,,HARTVILLE,OH,44632,,,,40.975346,-81.361889
CLAUDINE & CO. LLC,130 W. HIGH AVE,,NEW PHILADELPIA,OH,44663,,,,40.4895,-81.446595
SAWMILL CREEK SHOPS,600 MARINER VILLAGE,,HURON,OH,44839,,,,41.413697,-82.59405
U BE DAZZLED,509 SCHARF STREET,,NEW WASHINGTON,OH,44854,,,,40.963278,-82.858639
THE FABULOUS FEMALE,211 W WATER ST,,SANDUSKY,OH,44870,,,,41.456957,-82.713369
THREADS INC,2451 W. MARKET ST,,TIFFIN,OH,44883,,,,41.109535,-83.217846
PURSE SNICKETY,840 N. LEXINGTON SPRINGMILL RD.,,MANSFIELD,OH,44906,,,,40.775553,-82.589818
K. PONCHET,1017 MCBURNEY DRIVE,,LEBANON,OH,45036,,,,39.421366,-84.21944
OH SUZANNA,1941 HART ROAD,,LEBANON,OH,45036,,,,39.466536,-84.227564
ROSE & REMINGTON,15 E. MAIN STREET,,LEBANON,OH,45036,,,,39.433186,-84.207895
BOLERO MENSWEAR,417 VINE STREET.,,CINCINNATI,OH,45202,,,,39.100517,-84.512774
CURATE,3433 EDWARDS RD,,CINCINNATI,OH,45208,,,,39.138857,-84.443688
TAG ONLINE BOUTIQUE,2397 SHIMMERING BAY LANE,,CINCINNATI,OH,45244,,,,39.096688,-84.321321
YOUNIQUES,529 S BROADWAY,,GREENVILLE,OH,45331,,,,40.100216,-84.630692
BARCLAY'S,314 318 N. MAIN ST,,PIQUA,OH,45356,,,,40.149264,-84.239987
LADY LOOM,232 XENIA AVE,,YELLOW SPRINGS,OH,45387,,,,39.805781,-83.889054
GRACE LANE BOUTIQUE,243 E 2ND STREET,,DAYTON,OH,45402,,,,39.761923,-84.187532
GET DRESSED,2501 FAR HILL'S AVE,,DAYTON,OH,45419,,,,39.713376,-84.167179
PIECES OF STYLE LTD,18 W FRANKLIN STREET,,CENTERVILLE,OH,45459,,,,39.62824,-84.159365
ZIG ZAG GALLERY,101 E. ALEX BELL RD #172,,DAYTON,OH,45459,,,,39.673516,-84.223866
TERI ANN'S,290 FRONT STREET,,MARIETTA,OH,45750,,,,39.414289,-81.455551
JEAN & LILY'S BOUTIQUE,2419 ALLEN TOWN RD,,LIMA,OH,45805,,,,40.749449,-84.152077
THE DRESSING ROOM BTQ FINDLAY,2181 COUNTY RD #140,,VAN BUREN,OH,45840,,,,41.13593,-83.688397
BETSEY'S BOUTIQUE SHOP,139 S. MAIN STREET,,ROCKFORD,OH,45882,,,,40.691228,-84.646579
AH COLLECTION,14511 CLAY TERRACE BLVD,,CARMEL,IN,46032,,,,39.998674,-86.129562
BASH BOUTIQUE,149 N. WALNUT STREET,,WESTFIELD,IN,46074,,,,40.043146,-86.126129
SIRO'S CHIC BOUTIQUE,285 S MAIN STREET,,ZIONSVILLE,IN,46077,,,,39.949231,-86.261099
ANTHONY LEIGH SCOTT ENTERPRISES INC,1430 N TALBOTT ST.,,INDIANAPOLIS,IN,46202,,,,39.786312,-86.155057
DELANEYS,11715 FOX  RD,,INDIANAPOLIS,IN,46236,,,,39.9018,-85.959252
AMY LAURIE'S,613 N MAIN STREET,,CROWN POINT,IN,46307,,,,41.424457,-87.364667
THE ARTFUL GARDEN ( CALL ),118 S MAIN ST,,CROWN POINT,IN,46307,,,,41.417342,-87.363994
"THREADS APPAREL, LLC",401 N. HALLECK STREET,,DE MOTTE,IN,46310,,,,41.205834,-87.197761
ZANDSTRA'S STORE FOR MEN,2627 HIGHWAY AVENUE,,HIGHLAND,IN,46322,,,,41.555675,-87.465847
JUDEE'S,1104 INDIANA AVE,,LA PORTE,IN,46350,,,,41.606281,-86.71882
JUDEE'S,1104 INDIANA AVE,,LA PORTE,IN,46350,,,,41.606281,-86.71882
URBAN SOLES INC,624 FRANKLIN ST,,MICHIGAN CITY,IN,46360,,,,41.715928,-86.901
IVY BTQ / D GIRLS LIMITED LLC,64 W. LINCOLNWAY,,VALAPARAISO,IN,46383,,,,41.46767,-87.061836
BEYOND PINK LLC,721 N CALUMET AVE,,VALPARAISO,IN,46383,,,,41.538574,-87.032692
THE PICTURE SHOW,1600A EAST BRISTOL ST,,ELKHART,IN,46514,,,,41.702744,-85.955682
STEPHENSONS OF ELKHART INC,211 S MAIN STREET,,ELKHART,IN,46516,,,,41.407859,-85.846579
JULES BOUTIQUE (GOSHEN),130 MAIN ST,,GOSHEN,IN,46526,,,,41.585131,-85.834629
WOLDRUFF'S FOOTWEAR & APPAREL,129 S. MAIN ST,,GOSHEN,IN,46526,,,,41.585122,-85.834629
JUDEE'S,1205 UNIVERSITY EAST,,GRANGER,IN,46530,,,,41.721014,-86.165389
SATORI BTQ,12460 N CAMELOT TRAIL,,MILFORD,IN,46542,,,,41.415073,-85.792447
HEAD OVER HEELS,225 HARRISON ST LL4,,SHIPSHEWANA,IN,46565,,,,41.677638,-85.579014
INSPIRE ME,520 E COLFAX AVE,,SOUTH BEND,IN,46617,,,,41.677647,-86.244126
BANGS SALON & SPA/ ON THE FRINGE,1639 N IRONWOOD DR,,SOUTH BEND,IN,46635,,,,41.697608,-86.216643
CALICOS & COLLECTIBLES,130 N. PUBLIC SQ.,,ANGOLA,IN,46703,,,,41.635165,-84.999255
THREE SISTERS,223 W. MAUMEE ST,,ANGOLA,IN,46703,,,,41.634683,-85.000607
THE HANGER BOUTIQUE,537 W. JEFFERSON BLVD,,FORT WAYNE,IN,46802,,,,41.074923,-85.146384
ESSENTIALS & FROSTING,5916 COVINGTON ROAD,,FORT WAYNE,IN,46804,,,,41.059973,-85.215904
MAINSTREAM BOUTIQUE - FORT WAYNE,4110 JEFFERSON POINTE BLVD,,FORT WAYNE,IN,46804,,,,41.057168,-85.239172
SUSAN'S FASHIONS,6340 W. JEFFERSON BLVD,,FT. WAYNE,IN,46804,,,,41.058216,-85.22479
ELLE ONLINE BOUTIQUE,702 LADDIE LANE,,FT WAYNE,IN,46845,,,,41.198186,-85.132423
RAVE,1306 E. BROADWAY,,LOGANSPORT,IN,46947,,,,40.756317,-86.353221
THE RAVE,5010 CANTERBURY,,LOGANSPORT,IN,46947,,,,40.761442,-86.297079
FLIRT,625 MAIN ST,,ROCHESTER,IN,46975,,,,41.067478,-86.215627
FLIRT (ROCHESTER),625 MAIN ST,,ROCHESTER,IN,46975,,,,41.067478,-86.215627
FORD'S,3000 N WHEELING,,MUNCIE,IN,47303,,,,40.217512,-85.401275
THE SECRET INGREDIENT,720 EAST MAIN ST.,,RICHMOND,IN,47374,,,,39.829216,-84.892023
TIVOLI FASHIONS,101 W. KIRKWOOD AVE# 106,,BLOOMINGTON,IN,47404,,,,39.166346,-86.534248
DD DECORE,2034 E. GRAMERCY PARK DR,,BLOOMINGTON,IN,47408,,,,39.209536,-86.512915
THE LOOKING GLASS,507 3RD AVENUE,,JASPER,IN,47546,,,,38.380845,-86.919066
POSH BOUTIQUE,124 A MAIN STREET,,VINCENNES,IN,47591,,,,38.680158,-87.532316
POSH BOUTIQUE (VINCENNES),124 A MAIN STREET,,VINCENNES,IN,47591,,,,38.680158,-87.532316
GRACEFUL LADY,805 E PARK ST,,FORT BRANCH,IN,47648,,,,38.252133,-87.568906
SCHON BOUTIQUE,2015 W. Franklin Street,,Evansville,IN,47713,,,,37.980707,-87.594114
CHERY KREMER,1428 S. 4TH STREET,,TERRE HAUTE,IN,47802,,,,39.451632,-87.412354
CHERYL KREMER,1428 S. 4TH STREET,,TERRE HAUTE,IN,47802,,,,39.451632,-87.412354
LYNN'S BOUTIQUE,321 BARTON AVE,,TERRE HAUTE,IN,47803,,,,39.46478,-87.382713
HEATHCLIFF,101 N WASHINGTON,,CRAWFORDSVILLE,IN,47933,,,,40.04184,-86.901567
ARIADA BTQ,168 S OLD WOODWARD AVE,,BIRMINGHAM,MI,48009,,,,42.546272,-83.214163
DETROIT REPUBLIC APPAREL,34625 CENTAUR DR,,CLINTON TWP,MI,48045,,,,42.552863,-82.883436
IRRESISTIBLE BTQ.,DANIELLE WILLIAMS,,SOUTHFIELD,MI,48076,,,,42.498117,-83.205798
V2V,415 N. FIFTH AVE.,,ANN ARBOR,MI,48104,,,,42.284611,-83.746207
BEVERLY RAE'S,306 W. MAIN STREET,,BRIGHTON,MI,48116,,,,42.529681,-83.783058
VOGELS & FOSTERS,109 S. MAIN,,CHELSEA,MI,48118,,,,42.318063,-84.020389
VAN DAM'S,111 E. MAIN,,NORTHVILL,MI,48167,,,,42.431319,-83.482802
LITTLE BLACK HEART BOUTIQUE,470 FOREST STE 18,,PLYMOUTH,MI,48170,,,,42.369301,-83.471616
MAGGIE & ME,926 WEST ANN ARBOR TRAIL,,PLYMOUTH,MI,48170,,,,42.370075,-83.470223
COBBLESTONE ROSE,101 S ANN ARBOR RD,,SALINE,MI,48176,,,,42.166302,-83.780812
VENUE SOUTH LYON,1059 POLO DR.,,SOUTH LYON,MI,48178,,,,42.481016,-83.658964
WILLOW TREE,3000 BIDDLE ,,WYANDOTTE,MI,48192,,,,42.20297,-83.149752
COUNTRY ENCHANTMENTS,2945 BIDDLE AVE,,WYANDOTTE,MI,48192,,,,42.203742,-83.148848
FEEL FREE FASHION & BEAUTY LLC,20310 HUNTINGTON,,DETROIT,MI,48219,,,,42.442018,-83.234101
SAVVY CHIC (GROSS POINTE),17118 KERCHEVAL,,GROSSE POINTE,MI,48230,,,,42.390336,-82.914872
PEPPERTREE FASHION  WITH A FLAIR,302 WALNUT BLVD,,ROCHESTER,MI,48307,,,,42.679564,-83.134996
HERSH'S INC.,6901 ORCHARD LAKE ROAD,,W. BLOOMFIELD,MI,48322,,,,42.533592,-83.360482
YNOT COUTURE BOUTIQUE,7065 HILLSIDE DR,,W. BLOOMFIELD,MI,48322,,,,42.527587,-83.422112
BARONS WHOLESALE CLOTHIERS INC,27888 ORCHARD LAKE ROAD,,FARMINGTON HILLS,MI,48334,,,,42.499932,-83.358084
THE SHIRT BOX,32500 NORTHWESTERN HWY,,FARMINGTON HILLS,MI,48334,,,,42.526105,-83.351189
THE CLOTHING COVE,414 N MAIN STREET,,MILFORD,MI,48381,,,,42.591126,-83.600007
ECLECTIONS,495 FENWAY SUITE #1,,FENTON,MI,48430,,,,42.80289,-83.72564
JUST JULIES INC.,117 E. MAIN ST.,,FLUSHING,MI,48433,,,,43.063217,-83.85518
BASKET PLUS,12235 S. SAGINAW ST,,GRAND BLANC,MI,48439,,,,42.922092,-83.621516
JAY'S SPORTING GOODS,8800 S. CLAIRE AVE.,,CLAIRE,MI,48617,,,,43.881057,-84.767867
"WILLOW (CLARE,MI)",420 N. MCEWAN ST,,CLARE,MI,48617,,,,43.821647,-84.768203
RIVERWALK THREADS,777 W. CEDAR AVE,,GLADWIN,MI,48624,,,,43.980628,-84.495182
WILLOW (MIDLAND),129 E. MAIN STREET,,MIDLAND,MI,48640,,,,43.613043,-84.244883
MONITOR PHARMACY,2981 MIDLAND RD,,BAY CITY,MI,48706,,,,43.602403,-83.934027
O'CONNOR'S,116 NEWMAN STREET,,E. TAWAS,MI,48730,,,,44.279802,-83.490284
FRANKENMUTH WOOLEN MILL,570 SOUTH MAIN STREET,,FRANKENMUTH,MI,48734,,,,43.328989,-83.739615
TOM BILLIG FLOWERS & GIFTS,109 W. SUPERIOR ST,,ALMA,MI,48801,,,,43.378833,-84.662162
BOUTIQUE BY MARY KENT,1805 WHITEGATE LANE,,E. LANSING,MI,48823,,,,42.754239,-84.46469
TRILLIUM FINE CLOTHING,123 E. BROADWAY ST,,MOUNT PLEASANT,MI,48858,,,,43.604612,-84.776059
GREENLEAF HG DBA SYDNEY,100 WEST MICHIGAN,,KALAMAZOO,MI,49007,,,,42.291524,-85.583222
"LANDEES, LLC",245 SOUTH KALAMAZOO MALL,,KALAMAZOO,MI,49007,,,,42.290091,-85.58302
TULIPS LITTLE POP UP SHOP LLC,2030 PARKVIEW AVE,,KALAMAZOO,MI,49008,,,,42.259854,-85.614295
MOXIE'S BOUTIQUE,321 STATE STREET,,ST JOSEPH,MI,49085,,,,42.109266,-86.481771
CRESCENT MOON,413 PHOENIX STREET,,SOUTH HAVEN,MI,49090,,,,42.403297,-86.275659
FOUR WINDS CASINO RESORT,RECEIVING DOCK A-D,,NEW BUFFALO,MI,49117,,,,41.79273,-86.746022
WHITTAKER HOUSE,26 N. WHITTAKER,,NEW BUFFALO,MI,49117,,,,41.794414,-86.744088
MARIBETH'S,10 N. HOWELL ST,,HILLSDALE,MI,49242,,,,41.920214,-84.63215
TOMMY'S MICHIGAN,4020 WEST RIVER DR,,COMSTOCK PARK,MI,49321,,,,43.035613,-85.663409
HIDDEN TREASURES OF FREMONT,6585 W 44TH ST,,FREMONT,MI,49412,,,,43.474829,-85.965202
THE OUTPOST OF HOLLAND,25 EAST 8 TH STREET,,HOLLAND,MI,49423,,,,42.790474,-86.106401
KITT'N KABOODLE,177 S HANCOCK,,PENTWATER,MI,49449,,,,43.780654,-86.43295
SINBAD,237 BUTLER ST,,SAUGATUCK,MI,49453,,,,42.656269,-86.203908
JOC BOUTIQUE,110 S. LAKE AVE,,SPRING LAKE,MI,49456,,,,43.076573,-86.185628
PITKIN DRUG & GIFT SHOPPE,101 W. COLBY ST,,WHITEHALL,MI,49461,,,,43.40951,-86.348062
EMMANUEL INC,220 LYON STREET SUITE 130,,GRAND RAPIDS,MI,49503,,,,42.966841,-85.673399
LEIGH'S,1942 BRETON ROAD SE,,GRAND RAPIDS,MI,49506,,,,42.928817,-85.609157
DEAR PRUDENCE,820 FOREST HILLS AVE SE,,GRAND RAPIDS,MI,49546,,,,42.947825,-85.555665
LAVOIE DESIGNS,P.O. BOX 186,,ALDEN,MI,49612,,,,44.900641,-85.232932
NORTHERN DECOR,253 S. BENZIE BLVD,,BULAH,MI,49617,,,,44.628207,-86.095536
MAKSE BOUTIQUE,5700 S. FORWARD RD,,FALMOUTH,MI,49632,,,,44.255457,-85.0944
HULLS OF FRANKFORT INC,419 MAIN ST,,FRANKFORT,MI,49635,,,,44.632692,-86.238689
DAISEY JANE,PO BOX 827,,LELAND,MI,49654,,,,45.02305,-85.75981
SERENDIPITY ( BIG RAPIDS),8700 W FALMOUTH RD,,MCBAIN,MI,49657,,,,44.2375,-85.269642
THE OUTPOST OF MANISTEE,359 RIVER STREET,,MANISTEE,MI,49660,,,,44.24791,-86.32163
CRYSTAL MOUNTAIN RESORT & SPA,125 CRYSTAL MOUNTAIN DRIVE,,THOMPSONVILLE,MI,49683,,,,44.515798,-85.996685
CALIS INC,242 E FRONT STREET,,TRAVERSE CITY,MI,49684,,,,44.763945,-85.61915
KAYS,219 E. FRONT ST,,TRAVERSE CITY,MI,49684,,,,44.764317,-85.620115
MURIELS CLOTHING WITH DISTINCTION,238 E FRONT STREET,,TRAVERSE CITY,MI,49684,,,,44.763944,-85.619302
WHAT TO WEAR (TRAVERSE CITY) DARLA,126 E. FRONT ST,,TRAVERSE CITY,MI,49684,,,,44.763933,-85.622497
MYERS,136 W. CHISHOLM,,ALPENA,MI,49707,,,,45.062524,-83.433798
THE CLOTHING COMPANY,339 BRIDGE ST,,CHARLEVOIX,MI,49720,,,,45.150351,-85.136218
BLACK WHITE & MORE,229 N. MAIN,,CHEBOYHAN,MI,49721,,,,45.647652,-84.47435
THE ISLANDER SHOPPE,29699 E CHANNEL RD,,DRUMMOND ISLAND,MI,49726,,,,45.999082,-83.748005
OLD SPUD WAREHOUSE,314 S. OTSEGO AVE,,GAYLORD AVE,MI,49734,,,,45.024656,-84.677865
WOOLY BUGGERS,695 MURNER RD.,,GAYLORD,MI,49735,,,,45.036985,-84.704138
J. DAPCO,118 MICHIGAN AVE,,GRAYLING,MI,49738,,,,44.660923,-84.715187
MC CLUTCHEYS,3510 S. STRAITS HWY,,INDIAN RIVER,MI,49749,,,,45.373686,-84.629652
GRAND HOTEL,286 GRAND AVE,,MACKINAC ISLAND,MI,49757,,,,45.848461,-84.622376
COUNTRY CASUALS,326 E LAKE STREET,,PETOSKEY,MI,49770,,,,45.374804,-84.956442
CUTLERS,216 HOWARD ST,,PETOSKEY,MI,49770,,,,45.375364,-84.955809
THE PAVILLION,180 N. STATE ST.,,ST. IGNACE,MI,49781,,,,45.867993,-84.724506
BARISH'S,321 ASHMOUND STREET,,SAULT STE. MARIE,MI,49783,,,,46.4953,-84.345317
LISA ANN,1305 LUDINGTON ST,,ESCANABA,MI,49829,,,,45.745609,-87.065667
GETZ'S,218 S. FRONT STREET,,MARQUETTE,MI,49855,,,,46.542344,-87.393284
B.BELLE,207 MAIN ST,,AMES,IA,50010,,,,42.025292,-93.612145
WHIMZE BOUTIQUE,429 DOUGLAS AVE,,AMES,IA,50010,,,,42.025805,-93.612289
THE FUNKY ZEBRA ANKEY,129 CARVER AVE,,ANKENY,IA,50021,,,,41.724208,-93.565423
STYLE WORKS,512 WASHIGTON AVE,,IOWA FALL,IA,50126,,,,42.43026,-93.253363
PURPLE POPPY,5800 MERLE HAY RD SUITE #5,,JOHNSTON,IA,50131,,,,41.666295,-93.698984
WILLARD'S,36 W. MAIN STREET,,MARSHALLTOWN,IA,50158,,,,42.049046,-92.914457
SHERRY HALLS D.B.A. EARTH ANGELS,2450 KENDALL STREET,,OSCEOLA,IA,50213,,,,41.045186,-93.740903
THE CORNERSTONE (PELLA),617 FRANKLIN,,PELLA,IA,50219,,,,41.406262,-92.915386
JAMI HILL FUNKY ZEBRAS AMES,509 N MAIN ST,,RODES,IA,50234,,,,41.929862,-93.185846
LANE ENTERPRISES DBA CINDY'S BOUTIQUE,114 5TH ST,,WES DES MOINES,IA,50265,,,,41.570147,-93.709317
MAINSTREAM BOUTIQUE- WAUKEE,9500 UNIVERSITY AVE.,,W. DES MOINES,IA,50266,,,,41.599563,-93.838762
BACK COUNTRY,2702 BEAVER AVE,,DES MOINES,IA,50310,,,,41.619231,-93.673274
B.POSH BOUTIQUE,2721 86TH ST.,,URBANDALE,IA,50322,,,,41.618743,-93.735025
TWIST,2805 100 STREET,,URBANDALE,IA,50322,,,,41.61997,-93.755285
